,房屋名称,房屋链接,房屋位置,房屋位置链接,房屋总价,房屋单价,楼层,建造时间,几室几厅,房屋面积,朝向,关注人数,发布时间
2548,光华杏林标准套一，中间楼层，采光好,https://cd.ke.com/ershoufang/19120617710100200574.html,光华杏林,https://cd.ke.com/xiaoqu/1611041605688/,61.0,12200,中楼层(共21层),2010年建,1室1厅,50平米,北,60,3月前发布
2549,清水河畔标准套一清水河畔标准套一,https://cd.ke.com/ershoufang/19120617710100196840.html,清水河畔,https://cd.ke.com/xiaoqu/1611041558279/,67.0,13381.3,低楼层(共23层),2008年建,1室1厅,50.07平米,西南,73,3月前发布
2550,天府广场背后住家装修安静不临街,https://cd.ke.com/ershoufang/19120617710100193793.html,人民中路一段5号,https://cd.ke.com/xiaoqu/3011052264362/,300.0,24610.3,高楼层(共6层),1992年建,3室2厅,121.9平米,南,23,3月前发布
2551,蓝光coco金沙二期套三单卫居家装修,https://cd.ke.com/ershoufang/19120617710100190016.html,蓝光coco金沙二期,https://cd.ke.com/xiaoqu/1611062950321/,150.0,20226.5,低楼层(共17层),2015年建,3室2厅,74.16平米,东北,36,3月前发布
2552,青羊区三环内大套二带生活阳台,https://cd.ke.com/ershoufang/19120617710100189817.html,贝森园,https://cd.ke.com/xiaoqu/1611041814172/,98.8,10719.3,低楼层(共8层),2000年建,2室1厅,92.17平米,南,13,3月前发布
2553,富贵蜀风，顶跃套四带书房花园，使用面积大，有车位,https://cd.ke.com/ershoufang/19120617710100189676.html,蜀风花园城,https://cd.ke.com/xiaoqu/1611043043648/,325.0,22888.9,高楼层(共6层),2004年建,4室2厅,141.99平米,西南东北,50,3月前发布
2554,低楼层套二不临街朝南有装修,https://cd.ke.com/ershoufang/19120617710100184057.html,青羊上街398号,https://cd.ke.com/xiaoqu/1614491114572866/,138.0,26718.3,低楼层(共7层)2室1厅,,2室1厅,51.65平米,南,21,3月前发布
2555,浣花溪百花潭标准套二，出行方便小区安静不吵,https://cd.ke.com/ershoufang/19120617710100183396.html,浣花南路218号,https://cd.ke.com/xiaoqu/1611058725216/,200.0,24857.1,中楼层(共5层),2000年建,2室1厅,80.46平米,南北,13,3月前发布
2556,保利香槟光华套二带平台简单装修,https://cd.ke.com/ershoufang/19120617710100182483.html,保利香槟光华,https://cd.ke.com/xiaoqu/1611060968918/,160.0,28218.7,低楼层(共18层),2014年建,2室1厅,56.7平米,东,15,3月前发布
2557,铸信新上好车位，诚心出售，面积20.73,https://cd.ke.com/ershoufang/19120617710100182017.html,铸信境界,https://cd.ke.com/xiaoqu/1611041556151/,16.0,7718.3,地下室(共层)1室0厅,,1室0厅,20.73平米,北,0,3月前发布
2558,人民中路一段5号。。。。。。。,https://cd.ke.com/ershoufang/19120617710100179587.html,人民中路一段5号,https://cd.ke.com/xiaoqu/3011052264362/,145.0,42912.1,中楼层(共5层),1984年建,1室1厅,33.79平米,南,5,3月前发布
2559,紧凑套三，户型实用，中庭位置。,https://cd.ke.com/ershoufang/19120617710100172012.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,135.0,15168.5,中楼层(共18层),2012年建,3室2厅,89平米,北,10,3月前发布
2560,此房满5年，出行方便，户型方正，居住方便舒适。,https://cd.ke.com/ershoufang/19120617710100167730.html,建发金沙里,https://cd.ke.com/xiaoqu/1611046452705/,390.0,30540.3,高楼层(共25层),2012年建,3室1厅,127.7平米,东,22,3月前发布
2561,人民公园居家套三，中间楼层，交通便利,https://cd.ke.com/ershoufang/19120617710100165531.html,锦江公寓(青羊),https://cd.ke.com/xiaoqu/3011053902632/,155.0,13399,中楼层(共7层),1999年建,3室2厅,115.68平米,东南,70,3月前发布
2562,精装通透套四朝东对小区中庭采光好,https://cd.ke.com/ershoufang/19120617710100165063.html,铸信境界,https://cd.ke.com/xiaoqu/1611041556151/,345.0,24468.1,中楼层(共27层),2009年建,4室1厅,141平米,东,0,3月前发布
2563,锦江公寓(青羊)2室1厅西南,https://cd.ke.com/ershoufang/19120617710100164819.html,锦江公寓(青羊),https://cd.ke.com/xiaoqu/3011053902632/,150.0,13454.1,中楼层(共7层),1999年建,2室1厅,111.49平米,西南,4,3月前发布
2564,金鹏街176号套三看房提前预约,https://cd.ke.com/ershoufang/19120617710100155591.html,金鹏街176号院,https://cd.ke.com/xiaoqu/1611049253331/,146.0,13034.6,高楼层(共6层),2000年建,3室2厅,112.01平米,东南,4,3月前发布
2565,二环路西二段战旗东路口电梯小户型标间,https://cd.ke.com/ershoufang/19120617710100151135.html,二环路西二段84号,https://cd.ke.com/xiaoqu/1620025383529330/,36.0,10198.3,中楼层(共8层)1室1厅,,1室1厅,35.3平米,南,1,3月前发布
2566,宏通苑2000年小区标准套二明厨明卫,https://cd.ke.com/ershoufang/19120617710100150925.html,宏通苑,https://cd.ke.com/xiaoqu/1611057758071/,100.0,11683.6,高楼层(共7层),2001年建,2室1厅,85.59平米,西南,28,3月前发布
2567,米兰香洲带阳台有装修,https://cd.ke.com/ershoufang/19120617710100149519.html,米兰香洲,https://cd.ke.com/xiaoqu/1611041559442/,160.0,17274.9,中楼层(共18层),2007年建,2室2厅,92.62平米,西南,2,3月前发布
2568,正规套二，可自住可出租，阳光通透采光好,https://cd.ke.com/ershoufang/19120617710100141743.html,鼓楼北四街27号,https://cd.ke.com/xiaoqu/168035475401752/,89.0,14149.4,低楼层(共7层),1991年建,2室1厅,62.9平米,南北,4,3月前发布
2569,东苑车位出售，安保严谨.........,https://cd.ke.com/ershoufang/19120617710100141232.html,中铁西城东苑,https://cd.ke.com/xiaoqu/1611047975132/,15.0,5000,地下室(共层),2012年建,1室0厅,30平米,南,0,3月前发布
2570,标准的套二，不临街，中间楼层。,https://cd.ke.com/ershoufang/19120617710100140419.html,浣花南路218号,https://cd.ke.com/xiaoqu/1611058725216/,195.0,25174.3,中楼层(共5层),2000年建,2室1厅,77.46平米,东南,13,3月前发布
2571,香槟花园中间楼层，居家装修，南北朝向,https://cd.ke.com/ershoufang/19120617710100139019.html,香槟花园,https://cd.ke.com/xiaoqu/1611041826164/,370.0,26755.4,中楼层(共6层),2005年建,3室2厅,138.29平米,南,0,3月前发布
2572,优品道中间位置有装修不临街朝南有大阳台,https://cd.ke.com/ershoufang/19120617710100137063.html,优品道央作,https://cd.ke.com/xiaoqu/1617976285998446/,296.0,32265.1,中楼层(共23层),2010年建,2室2厅,91.74平米,南,6,3月前发布
2573,简装套一朝西对中庭中楼层满两年价格可谈诚心出售,https://cd.ke.com/ershoufang/19120617710100130371.html,锦绣光华,https://cd.ke.com/xiaoqu/1611041618340/,68.0,12571.6,低楼层(共20层),2010年建,1室1厅,54.09平米,西,14,3月前发布
2574,"碧华邻里标准车位,随时可以看。",https://cd.ke.com/ershoufang/19120617710100126797.html,碧华邻,https://cd.ke.com/xiaoqu/1611041574805/,17.0,6764.8,地下室(共层)1室0厅,,1室0厅,25.13平米,东,0,3月前发布
2575,清水河畔1室0厅东,https://cd.ke.com/ershoufang/19120617710100124410.html,清水河畔,https://cd.ke.com/xiaoqu/1611041558279/,11.0,4895.4,地下室(共1层),2008年建,1室0厅,22.47平米,东,0,3月前发布
2576,建发金沙里套二有阳台,https://cd.ke.com/ershoufang/19120617710100122193.html,建发金沙里,https://cd.ke.com/xiaoqu/1611046452705/,240.0,26019.1,高楼层(共30层),2012年建,2室1厅,92.24平米,西南,16,3月前发布
2577,楼层好，视野开阔，采光好，交通便利，配套设施完善,https://cd.ke.com/ershoufang/19120617710100120970.html,建发金沙里,https://cd.ke.com/xiaoqu/1611046452705/,61.0,12718.9,中楼层(共32层),2012年建,1室0厅,47.96平米,东南,5,3月前发布
2578,建发金沙里套二对小区内有阳台,https://cd.ke.com/ershoufang/19120617710100121052.html,建发金沙里,https://cd.ke.com/xiaoqu/1611046452705/,235.0,29073.4,高楼层(共25层),2012年建,2室1厅,80.83平米,东南,17,3月前发布
2579,楼层好，视野开阔，采光好，交通便利，配套设施完善。,https://cd.ke.com/ershoufang/19120617710100116348.html,建发金沙里,https://cd.ke.com/xiaoqu/1611046452705/,60.0,12510.4,高楼层(共32层),2012年建,1室0厅,47.96平米,东,3,3月前发布
2580,地铁口，标准套二，户型方正，安静不临街。,https://cd.ke.com/ershoufang/19120617710100100636.html,文锦苑,https://cd.ke.com/xiaoqu/3011056052719/,70.0,11758.8,高楼层(共7层),1996年建,2室1厅,59.53平米,南,3,3月前发布
2581,青华路22号单位房户型方正通透采光好不临街,https://cd.ke.com/ershoufang/19120517710100233852.html,青华路22号,https://cd.ke.com/xiaoqu/3011056057489/,102.0,13350.8,高楼层(共7层),1996年建,3室2厅,76.4平米,东南,48,3月前发布
2582,荣盛花语城清水套三户型好小区品质高,https://cd.ke.com/ershoufang/19120517710100232966.html,荣盛花语城,https://cd.ke.com/xiaoqu/1611063648395/,188.0,20734.5,中楼层(共22层),2014年建,3室2厅,90.67平米,南,113,3月前发布
2583,蓝光套二，客厅带阳台对中庭视野宽阔采光充足满两年,https://cd.ke.com/ershoufang/19120517710100228441.html,蓝光SOFA社区,https://cd.ke.com/xiaoqu/1611048335846/,180.0,23939.4,中楼层(共20层),2011年建,2室1厅,75.19平米,东,3,3月前发布
2584,上河新城朝南一居室交通便利环境好,https://cd.ke.com/ershoufang/19120517710100223477.html,上河新城,https://cd.ke.com/xiaoqu/3011053889173/,74.0,12595.7,低楼层(共7层),2005年建,1室0厅,58.75平米,南,5,3月前发布
2585,蓝光sofa社区精装套二，保养好,https://cd.ke.com/ershoufang/19120517710100221380.html,蓝光SOFA社区,https://cd.ke.com/xiaoqu/1611048335846/,170.0,21783.7,中楼层(共20层),2011年建,2室2厅,78.04平米,东,3,3月前发布
2586,光华碧邻优质三居，保养好可拎包入住。,https://cd.ke.com/ershoufang/19120517710100220860.html,光华碧邻,https://cd.ke.com/xiaoqu/1611047773909/,165.0,17766.8,高楼层(共20层),2013年建,3室1厅,92.87平米,西北,22,3月前发布
2587,蓝光Coco金沙二期居家小套一,https://cd.ke.com/ershoufang/19120517710100217172.html,蓝光coco金沙二期,https://cd.ke.com/xiaoqu/1611062950321/,40.0,15860.4,高楼层(共22层),2015年建,1室0厅,25.22平米,南,75,3月前发布
2588,建发金沙里公寓办公用四套打通一起卖,https://cd.ke.com/ershoufang/19120517710100215692.html,建发金沙里,https://cd.ke.com/xiaoqu/1611046452705/,46.9,10501.6,低楼层(共32层),2012年建,1室0厅,44.66平米,西北,7,3月前发布
2589,建发金沙里公寓办公用四套打通一起卖,https://cd.ke.com/ershoufang/19120517710100214945.html,建发金沙里,https://cd.ke.com/xiaoqu/1611046452705/,46.9,10501.6,低楼层(共32层),2012年建,1室0厅,44.66平米,西北,7,3月前发布
2590,建发金沙里公寓办公用四套打通一起卖,https://cd.ke.com/ershoufang/19120517710100214739.html,建发金沙里,https://cd.ke.com/xiaoqu/1611046452705/,46.9,10501.6,低楼层(共32层),2012年建,1室0厅,44.66平米,西北,7,3月前发布
2591,建发金沙里公寓办公用四套打通一起,https://cd.ke.com/ershoufang/19120517710100214364.html,建发金沙里,https://cd.ke.com/xiaoqu/1611046452705/,46.2,10502.4,低楼层(共32层),2012年建,1室0厅,43.99平米,西北,7,3月前发布
2592,二十一世纪的房子标准的套一现在出租中,https://cd.ke.com/ershoufang/19120517710100214170.html,二十一世纪花园二期,https://cd.ke.com/xiaoqu/1611042007454/,92.0,16834.4,高楼层(共4层),2003年建,1室1厅,54.65平米,东南,23,3月前发布
2593,元益花园精装大套三业主诚心出售,https://cd.ke.com/ershoufang/19120517710100213086.html,元益花园,https://cd.ke.com/xiaoqu/1611043140046/,175.0,16786.6,低楼层(共21层),2014年建,3室1厅,104.25平米,东,41,3月前发布
2594,光华嘉苑标准套二朝东对中庭,https://cd.ke.com/ershoufang/19120517710100211036.html,光华嘉苑,https://cd.ke.com/xiaoqu/1611058281292/,120.0,15007.5,低楼层(共18层),2006年建,2室2厅,79.96平米,东,0,3月前发布
2595,3号车库地下车位出售，端头位置好停车,https://cd.ke.com/ershoufang/19120517710100210660.html,博瑞都市花园,https://cd.ke.com/xiaoqu/1611043156602/,26.0,4600.1,地下室(共层),2004年建,1室0厅,56.52平米,南,0,3月前发布
2596,文庙西街2号3室2厅西,https://cd.ke.com/ershoufang/19120517710100209398.html,文庙西街2号,https://cd.ke.com/xiaoqu/3011052289881/,180.0,18987.3,高楼层(共7层),1996年建,3室2厅,94.8平米,西,0,3月前发布
2597,华府世家大套二朝南户型方正带大阳台采光好视野开阔,https://cd.ke.com/ershoufang/19120517710100200354.html,华府世家,https://cd.ke.com/xiaoqu/1611044076899/,180.0,18989.3,中楼层(共25层),2012年建,2室2厅,94.79平米,南,12,3月前发布
2598,佳兆业套三有装修。看房提前预约,https://cd.ke.com/ershoufang/19120517710100189033.html,佳兆业广场,https://cd.ke.com/xiaoqu/166988596260316/,130.0,15681.5,中楼层(共15层)3室2厅,,3室2厅,82.9平米,南北,12,3月前发布
2599,标准大套三业主诚心卖安静不临街,https://cd.ke.com/ershoufang/19120517710100188594.html,成都花园翠雍华庭,https://cd.ke.com/xiaoqu/1611041600490/,298.0,20891.8,中楼层(共11层),2002年建,3室1厅,142.64平米,东北,31,3月前发布
2600,优品道商圈，2.5环水木光华跃层套二双卫,https://cd.ke.com/ershoufang/19120517710100187728.html,水木光华,https://cd.ke.com/xiaoqu/1611041807591/,100.0,19462.8,高楼层(共11层),2004年建,2室2厅,51.38平米,西,60,3月前发布
2601,清江雅居四居室简单装修朝东,https://cd.ke.com/ershoufang/19120517710100186712.html,清江雅居,https://cd.ke.com/xiaoqu/3011055587888/,255.0,17114.1,低楼层(共26层),2007年建,4室1厅,149平米,东北,82,3月前发布
2602,百花潭公园旁精装套二采光视野好安静不临街,https://cd.ke.com/ershoufang/19120517710100183824.html,现代城人民公园,https://cd.ke.com/xiaoqu/1611041622435/,150.0,19409.9,中楼层(共23层),2004年建,2室1厅,77.28平米,南,26,3月前发布
2603,紫云金沙新上套三带花园,https://cd.ke.com/ershoufang/19120517710100182074.html,紫云金沙,https://cd.ke.com/xiaoqu/1611041597991/,240.0,22755.3,低楼层(共31层),2006年建,3室2厅,105.47平米,西,32,3月前发布
2604,府河内，标准套三带屋顶花园，有小区环境，可以停车,https://cd.ke.com/ershoufang/19120517710100178876.html,鼓楼北四街28号,https://cd.ke.com/xiaoqu/167963038724055/,120.0,13413.8,高楼层(共7层),1999年建,3室2厅,89.46平米,南,3,3月前发布
2605,博瑞中庭房朝南采光好带20平米入户花园,https://cd.ke.com/ershoufang/19120517710100177996.html,博瑞都市花园,https://cd.ke.com/xiaoqu/1611043156602/,380.0,22222.2,中楼层(共6层),2003年建,3室2厅,171平米,南,5,3月前发布
2606,户型方正，交通便利，电梯套二，采光好,https://cd.ke.com/ershoufang/19120517710100175026.html,金沙蜜地,https://cd.ke.com/xiaoqu/1611041590911/,95.0,15762.4,低楼层(共25层),2010年建,2室1厅,60.27平米,南,7,3月前发布
2607,出行方便，户型方正，配套成熟，居住方便舒适。,https://cd.ke.com/ershoufang/19120517710100174186.html,东胜街39号,https://cd.ke.com/xiaoqu/1614398789266568/,144.0,21058.8,中楼层(共6层),1993年建,2室1厅,68.38平米,东南,37,3月前发布
2608,带产权车位出售，地铁口，对中庭，万达旁边，采光好,https://cd.ke.com/ershoufang/19120517710100165429.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,120.0,14457.8,低楼层(共18层),2012年建,2室1厅,83平米,西,2,3月前发布
2609,东城根中街88号2室1厅东南,https://cd.ke.com/ershoufang/19120517710100163442.html,东城根中街88号,https://cd.ke.com/xiaoqu/1611060777946/,160.0,21052.6,中楼层(共6层)2室1厅,,2室1厅,76平米,东南,11,3月前发布
2610,五星小区对中庭有车位楼层好采光充足,https://cd.ke.com/ershoufang/19120517710100162155.html,朗基龙堂,https://cd.ke.com/xiaoqu/1611041619788/,245.0,25286.4,中楼层(共26层),2010年建,3室2厅,96.89平米,西,47,3月前发布
2611,清水路远、楼层好、位置好、视野好、多多推荐,https://cd.ke.com/ershoufang/19120517710100153921.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,105.0,12650.6,中楼层(共18层),2012年建,2室2厅,83平米,东西,3,3月前发布
2612,保利贝森公馆负一楼标准车位出售,https://cd.ke.com/ershoufang/19120517710100152695.html,保利贝森公馆,https://cd.ke.com/xiaoqu/1611047088028/,22.0,8800,地下室(共1层)1室0厅,,1室0厅,25平米,南,0,3月前发布
2613,中体西子香荷套二精装修,https://cd.ke.com/ershoufang/19120517710100151228.html,中铁西子香荷,https://cd.ke.com/xiaoqu/1611041555455/,238.0,26214.3,高楼层(共32层),2010年建,2室1厅,90.79平米,南,6,3月前发布
2614,此房为朝南的房子，视野无遮挡不吵，户型方正,https://cd.ke.com/ershoufang/19120517710100147741.html,光华欣苑,https://cd.ke.com/xiaoqu/1612880413207629/,255.0,23537,中楼层(共18层),2016年建,3室2厅,108.34平米,南,7,3月前发布
2615,非遗地铁口旁套二，高楼层采光好,https://cd.ke.com/ershoufang/19120517710100147497.html,佳兆业广场,https://cd.ke.com/xiaoqu/166988596260316/,130.0,19067.2,高楼层(共15层),2016年建,2室1厅,68.18平米,东南,15,3月前发布
2616,现代城人民公园1室1厅东南,https://cd.ke.com/ershoufang/19120517710100146328.html,现代城人民公园,https://cd.ke.com/xiaoqu/1611041622435/,88.0,16353.8,高楼层(共23层),2004年建,1室1厅,53.81平米,东南,7,3月前发布
2617,采光好，自住装修，带家具家电，视野好,https://cd.ke.com/ershoufang/19120517710100138835.html,皇冠花园,https://cd.ke.com/xiaoqu/1611041792562/,248.0,19677.9,高楼层(共11层),2005年建,3室1厅,126.03平米,西东,30,3月前发布
2618,新上保利贝森公馆精装修新中式套二视野超开阔,https://cd.ke.com/ershoufang/19120517710100137970.html,保利贝森公馆,https://cd.ke.com/xiaoqu/1611047088028/,274.8,32057.9,中楼层(共27层),2013年建,2室1厅,85.72平米,西南,12,3月前发布
2619,万科公寓，有钥匙，随时欢迎来看。,https://cd.ke.com/ershoufang/19120517710100130324.html,万科金色领域,https://cd.ke.com/xiaoqu/1611044699628/,48.0,10000,中楼层(共21层),2012年建,1室0厅,48平米,南,2,3月前发布
2620,房子是分铺面出租出去的，看房方便,https://cd.ke.com/ershoufang/19120517710100127157.html,洛阳路37号,https://cd.ke.com/xiaoqu/1611062835543/,148.0,17426.1,低楼层(共7层),2000年建,3室1厅,84.93平米,东南,12,3月前发布
2621,金阳易诚国际跃层套三带装修,https://cd.ke.com/ershoufang/19120517710100118155.html,金阳易诚国际,https://cd.ke.com/xiaoqu/1611043100741/,145.0,20803.4,低楼层(共22层),2010年建,3室2厅,69.7平米,南北,8,3月前发布
2622,青羊贝森双玺一楼带地下室，,https://cd.ke.com/ershoufang/19120517710100114952.html,双玺,https://cd.ke.com/xiaoqu/1611041609498/,185.0,21264.4,低楼层(共18层),2011年建,3室1厅,87平米,西,1,3月前发布
2623,锦绣光华标准套二居家自住价格带车位,https://cd.ke.com/ershoufang/19120517710100114367.html,锦绣光华,https://cd.ke.com/xiaoqu/1611041618340/,142.0,15887.2,高楼层(共20层),2010年建,2室1厅,89.38平米,西,5,3月前发布
2624,罗马国际安静不临街出行交通方便采光好,https://cd.ke.com/ershoufang/19120517710100111879.html,罗马国际,https://cd.ke.com/xiaoqu/1611059485993/,85.0,17587.4,高楼层(共20层),2006年建,1室0厅,48.33平米,南北,5,3月前发布
2625,居家套一，采光好视野好，通透性好。不,https://cd.ke.com/ershoufang/19120517710100110758.html,优品道三期,https://cd.ke.com/xiaoqu/1611043164053/,160.5,24226.4,中楼层(共23层),2010年建,1室1厅,66.25平米,北,10,3月前发布
2626,东小电梯大套三，简装，户型方正采光好,https://cd.ke.com/ershoufang/19120517710100110533.html,吉祥街39号,https://cd.ke.com/xiaoqu/1611060880987/,248.0,22665,高楼层(共24层),2009年建,3室1厅,109.42平米,南,20,3月前发布
2627,凯德风尚套一改套二卧室带阳台有装修,https://cd.ke.com/ershoufang/19120517710100109973.html,凯德风尚,https://cd.ke.com/xiaoqu/1611043174238/,120.0,21318.2,高楼层(共19层),2012年建,1室1厅,56.29平米,东,17,3月前发布
2628,凯德风尚套一有装修有阳台,https://cd.ke.com/ershoufang/19120517710100109544.html,凯德风尚,https://cd.ke.com/xiaoqu/1611043174238/,120.0,23483.4,高楼层(共19层),2012年建,1室1厅,51.1平米,东,1,3月前发布
2629,华神标准套三双卫户型方正,https://cd.ke.com/ershoufang/19120517710100103047.html,草堂西院,https://cd.ke.com/xiaoqu/1611041790894/,220.0,17154,中楼层(共6层),2000年建,3室2厅,128.25平米,南,5,3月前发布
2630,万达地铁口视野开阔看花园正朝南大套二房,https://cd.ke.com/ershoufang/19120517710100100231.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,121.0,13595.5,中楼层(共18层),2012年建,2室2厅,89平米,南,1,3月前发布
2631,金沙鹭岛四期小区人车分流简单装修套二,https://cd.ke.com/ershoufang/19120417710100299262.html,金沙鹭岛四期,https://cd.ke.com/xiaoqu/167512342934401/,206.0,26656.3,高楼层(共32层),2017年建,2室2厅,77.28平米,西,0,3月前发布
2632,青羊区，一环内，近公园地铁标准套三,https://cd.ke.com/ershoufang/19120417710100298822.html,大石东路9号院,https://cd.ke.com/xiaoqu/3011056049590/,150.0,16085.8,低楼层(共7层),1994年建,3室2厅,93.25平米,南,38,3月前发布
2633,城西2.5环业主自住装修套二。,https://cd.ke.com/ershoufang/19120417710100294199.html,学府春,https://cd.ke.com/xiaoqu/1611041927237/,146.0,15154.7,中楼层(共9层),2005年建,2室2厅,96.34平米,北,7,3月前发布
2634,府河内+0.5环+文殊院旁+08年小区+小户型,https://cd.ke.com/ershoufang/19120417710100291035.html,天盛壹中心,https://cd.ke.com/xiaoqu/3011053885843/,55.0,13600.4,高楼层(共31层),2008年建,1室0厅,40.44平米,东,0,3月前发布
2635,蓝光COCO金沙三期套三单卫交通便利,https://cd.ke.com/ershoufang/19120417710100290988.html,蓝光COCO金沙三期,https://cd.ke.com/xiaoqu/1611050190095/,140.0,22222.2,高楼层(共22层),2015年建,3室2厅,63平米,东,29,3月前发布
2636,金沙愉景一期精装空房套二，保养很好。,https://cd.ke.com/ershoufang/19120417710100283865.html,金沙愉景一期,https://cd.ke.com/xiaoqu/1611041616877/,142.0,14850.4,低楼层(共11层),2007年建,2室2厅,95.62平米,南,91,3月前发布
2637,青羊万达旁馨光华庭标准套一正常交易诚心出售,https://cd.ke.com/ershoufang/19120417710100282235.html,馨光华庭,https://cd.ke.com/xiaoqu/3011053214307/,77.0,16477.6,低楼层(共18层),2000年建,1室1厅,46.73平米,北,16,3月前发布
2638,石人公园低楼层套三，居家装修，安静不临街,https://cd.ke.com/ershoufang/19120417710100281138.html,清溪东路4号,https://cd.ke.com/xiaoqu/1611057637329/,120.0,12903.2,低楼层(共7层),1997年建,3室2厅,93平米,南,32,3月前发布
2639,东原时光道标准套三有装修户型方正布局合理,https://cd.ke.com/ershoufang/19120417710100277381.html,东原时光道,https://cd.ke.com/xiaoqu/1611063210428/,208.0,23604.2,中楼层(共19层),2015年建,3室1厅,88.12平米,北,39,3月前发布
2640,青华路22号低楼层采光充足精装修,https://cd.ke.com/ershoufang/19120417710100272742.html,青华路22号,https://cd.ke.com/xiaoqu/3011056057489/,80.0,15524.9,中楼层(共5层),1996年建,2室1厅,51.53平米,南,33,3月前发布
2641,多面采光，带花园，装修保养良好，布局合理,https://cd.ke.com/ershoufang/19120417710100270183.html,世纪金沙,https://cd.ke.com/xiaoqu/1611041583154/,325.0,27542.4,低楼层(共24层),2009年建,3室2厅,118平米,东北,28,3月前发布
2642,西2环边地铁7号线旁西南财经大学精装修朝南,https://cd.ke.com/ershoufang/19120417710100268693.html,大地新光华广场,https://cd.ke.com/xiaoqu/1611043937297/,43.0,10225.9,中楼层(共15层),2000年建,1室1厅,42.05平米,东南,9,3月前发布
2643,文殊院旁，居家装修，采光好，满五唯一,https://cd.ke.com/ershoufang/19120417710100204283.html,天盛壹中心,https://cd.ke.com/xiaoqu/3011053885843/,75.0,15729.9,高楼层(共31层),2008年建,1室1厅,47.68平米,南北,8,3月前发布
2644,客厅带阳台，中间楼层，采光充足，户型方正无浪费,https://cd.ke.com/ershoufang/19120417710100202081.html,蓝光SOFA社区,https://cd.ke.com/xiaoqu/1611048335846/,151.0,20972.2,高楼层(共20层),2011年建,2室1厅,72平米,东南,4,3月前发布
2645,青羊万达旁地铁口清水路苑简装套二诚心出售,https://cd.ke.com/ershoufang/19120417710100203971.html,清水路苑,https://cd.ke.com/xiaoqu/1611057410255/,110.0,13253,高楼层(共18层),2012年建,2室2厅,83平米,东,0,3月前发布
2646,浣花溪旁电梯小洋房，一楼带花园，小区环境好。,https://cd.ke.com/ershoufang/19120417710100199191.html,龙景花园,https://cd.ke.com/xiaoqu/1611041622018/,345.0,30263.2,低楼层(共5层),2006年建,3室2厅,114平米,东南,104,3月前发布
2647,锦绣光华标准大车位,https://cd.ke.com/ershoufang/19120417710100198445.html,锦绣光华,https://cd.ke.com/xiaoqu/1611041618340/,11.36,2978.5,地下室(共层),2010年建,厅室未知,38.14平米,东,1,3月前发布
2648,0.1环恒大广场+俯瞰339+视野开阔,https://cd.ke.com/ershoufang/19120417710100196336.html,恒大广场,https://cd.ke.com/xiaoqu/167512833405709/,400.0,40535.1,高楼层(共53层),2016年建,2室1厅,98.68平米,东南,9,3月前发布
2649,两梯三户大平层，通透户型，朝西北对中庭，精装修,https://cd.ke.com/ershoufang/19120417710100196489.html,金沙鹭岛一期,https://cd.ke.com/xiaoqu/1611043175149/,430.0,26291.7,中楼层(共27层),2010年建,4室2厅,163.55平米,东,6,3月前发布
2650,青森小区优质房源，房东急售无按揭,https://cd.ke.com/ershoufang/19120417710100194158.html,青森小区,https://cd.ke.com/xiaoqu/1611041804208/,115.0,14636.6,低楼层(共7层),1998年建,2室2厅,78.57平米,南,17,3月前发布
2651,府河内+0.5环+08年小区+文殊院旁+小户型,https://cd.ke.com/ershoufang/19120417710100192151.html,天盛壹中心,https://cd.ke.com/xiaoqu/3011053885843/,54.0,13353.1,中楼层(共31层),2008年建,1室0厅,40.44平米,东,5,3月前发布
2652,青羊区，府南新区，2.5环，锦西民宅，套二。,https://cd.ke.com/ershoufang/19120417710100191374.html,锦西民宅,https://cd.ke.com/xiaoqu/1611041924425/,135.0,15923.6,高楼层(共6层),2000年建,2室2厅,84.78平米,东,11,3月前发布
2653,盛世草堂标准车位,https://cd.ke.com/ershoufang/19120417710100168112.html,盛世草堂,https://cd.ke.com/xiaoqu/3011056043172/,20.0,5837.7,地下室(共1层)1室0厅,,1室0厅,34.26平米,南,0,3月前发布
2654,天盛壹中心1室0厅东西,https://cd.ke.com/ershoufang/19120417710100159917.html,天盛壹中心,https://cd.ke.com/xiaoqu/3011053885843/,68.0,16978.8,高楼层(共31层),2008年建,1室0厅,40.05平米,东西,10,3月前发布
2655,中高楼层，过厅套三，采光好。出租中目前,https://cd.ke.com/ershoufang/19120417710100159646.html,西大街97号,https://cd.ke.com/xiaoqu/3011054719191/,88.0,13390.1,高楼层(共6层),2000年建,3室1厅,65.72平米,东,118,3月前发布
2656,标准套二，房东诚心出售！看房方便,https://cd.ke.com/ershoufang/19120417710100156678.html,百家苑(青羊),https://cd.ke.com/xiaoqu/1611043064562/,145.0,14879.4,低楼层(共7层),2001年建,2室1厅,97.45平米,南,9,3月前发布
2657,青羊盛世草堂标准套三双卫电梯房,https://cd.ke.com/ershoufang/19120417710100154713.html,盛世草堂,https://cd.ke.com/xiaoqu/3011056043172/,248.0,21760.1,中楼层(共23层),2008年建,3室2厅,113.97平米,东南,27,3月前发布
