,name,href,position,position_href,house_info,follow_info,total_price,unit_price
19,红枫岭三期 3室1厅 西南,https://cd.ke.com/ershoufang/20031217710100257456.html,红枫岭三期,https://cd.ke.com/xiaoqu/3011053904970/,"

                                  低楼层(共33层)
                                                    | 2009年建 |
                                3室1厅 | 90平米
                                  | 西南
                
              ","

                0人关注
                / 今天发布               ",180,单价20000元/平米
20,万科天荟 1室0厅 北,https://cd.ke.com/ershoufang/20031217710100254683.html,万科天荟,https://cd.ke.com/xiaoqu/1620025994897501/,"

                                  高楼层(共44层)
                                                    | 2019年建 |
                                1室0厅 | 38平米
                                  | 北
                
              ","

                0人关注
                / 今天发布               ",63,单价16578.9元/平米
21,金科天籁城 3室2厅 西 东,https://cd.ke.com/ershoufang/20031217710100253091.html,金科天籁城,https://cd.ke.com/xiaoqu/3011055384260/,"

                                  中楼层(共28层)
                                                    | 2015年建 |
                                3室2厅 | 107.92平米
                                  | 西 东
                
              ","

                0人关注
                / 今天发布               ",205,单价18995.6元/平米
22,八里小区多层套三 户型方正 交通便利,https://cd.ke.com/ershoufang/20031217710100251058.html,东晖花园三期,https://cd.ke.com/xiaoqu/3011053442202/,"

                                  中楼层(共7层)
                                                    | 2002年建 |
                                3室2厅 | 94.7平米
                                  | 东
                
              ","

                0人关注
                / 今天发布               ",130,单价13727.6元/平米
23,成都 理工大学北苑 简装 套二。,https://cd.ke.com/ershoufang/20031217710100249834.html,成都理工大学北苑,https://cd.ke.com/xiaoqu/1613552708496745/,"

                                  高楼层(共4层)
                                                    | 1999年建 |
                                2室1厅 | 55.55平米
                                  | 东南
                
              ","

                1人关注
                / 今天发布               ",45,单价8100.8元/平米
24,朝南看中庭 安静居家 视野采光好,https://cd.ke.com/ershoufang/20031217710100242630.html,东篱居一期,https://cd.ke.com/xiaoqu/1611061458909/,"

                                  中楼层(共11层)
                                                    | 2007年建 |
                                2室2厅 | 80.19平米
                                  | 南
                
              ","

                1人关注
                / 今天发布               ",142,单价17707.9元/平米
25,中国铁建北湖国际城二期 3室2厅 南,https://cd.ke.com/ershoufang/20031217710100247143.html,中国铁建北湖国际城二期,https://cd.ke.com/xiaoqu/1615365748592372/,"

                                  低楼层(共35层)
                                                    | 2018年建 |
                                3室2厅 | 83平米
                                  | 南
                
              ","

                0人关注
                / 今天发布               ",125,单价15060.2元/平米
26,标准套三双卫，户型方正，采光好,https://cd.ke.com/ershoufang/20031217710100243599.html,蓝光锦绣城,https://cd.ke.com/xiaoqu/3011052082027/,"

                                  低楼层(共31层)
                                                3室2厅 | 85.37平米
                                  | 南
                
              ","

                0人关注
                / 今天发布               ",180,单价21084.7元/平米
27,三环边，小套二，户型紧凑无浪费，17年次新小区,https://cd.ke.com/ershoufang/20031217710100244098.html,蓝润蓝客城,https://cd.ke.com/xiaoqu/1611064002535/,"

                                  高楼层(共28层)
                                                2室2厅 | 54.05平米
                                  | 南
                
              ","

                3人关注
                / 今天发布               ",88,单价16281.2元/平米
28,沙河畔，大套三，装修保养好，电梯小高层,https://cd.ke.com/ershoufang/20031217710100243179.html,沙河丽景,https://cd.ke.com/xiaoqu/3011056100365/,"

                                  低楼层(共11层)
                                                    | 2008年建 |
                                3室2厅 | 118.9平米
                                  | 东
                
              ","

                0人关注
                / 今天发布               ",208,单价17493.7元/平米
29,招商中央华城一期 1室1厅 东,https://cd.ke.com/ershoufang/20031217710100155039.html,招商中央华城一期,https://cd.ke.com/xiaoqu/1620045820623323/,"

                                  低楼层(共26层)
                                                    | 2017年建 |
                                1室1厅 | 29.43平米
                                  | 东
                
              ","

                0人关注
                / 今天发布               ",36,单价12232.4元/平米
0,仙湖公馆 0室0厅 东,https://cd.ke.com/ershoufang/20031217710100154660.html,仙湖公馆,https://cd.ke.com/xiaoqu/3011053812644/,"

                                  地下室(共层)
                                                厅室未知 | 28.89平米
                                  | 东
                
              ","

                0人关注
                / 今天发布               ",14,单价4846元/平米
1,领地海纳时代 2室1厅 东南,https://cd.ke.com/ershoufang/20031217710100154335.html,领地海纳时代,https://cd.ke.com/xiaoqu/1611062709383/,"

                                  低楼层(共30层)
                                                2室1厅 | 59.25平米
                                  | 东南
                
              ","

                0人关注
                / 今天发布               ",100,单价16877.6元/平米
2,招商中央华城一期 1室1厅 东南,https://cd.ke.com/ershoufang/20031217710100154139.html,招商中央华城一期,https://cd.ke.com/xiaoqu/1620045820623323/,"

                                  低楼层(共26层)
                                                    | 2017年建 |
                                1室1厅 | 44.39平米
                                  | 东南
                
              ","

                0人关注
                / 今天发布               ",54,单价12164.9元/平米
3,东2.5环精装修住宅，双地铁，套三双卫。,https://cd.ke.com/ershoufang/20031217710100153233.html,招商中央华城一期,https://cd.ke.com/xiaoqu/1620045820623323/,"

                                  低楼层(共24层)
                                                    | 2017年建 |
                                3室1厅 | 109.47平米
                                  | 东南
                
              ","

                0人关注
                / 今天发布               ",270,单价24664.3元/平米
4,蓝光套三对中庭，户型方正，采光不错。,https://cd.ke.com/ershoufang/20031217710100152734.html,蓝光富丽花城,https://cd.ke.com/xiaoqu/3011052604851/,"

                                  高楼层(共18层)
                                                    | 2008年建 |
                                3室1厅 | 83.33平米
                                  | 东南
                
              ","

                0人关注
                / 今天发布               ",126,单价15120.6元/平米
5,东立国际广场 2室1厅 东南,https://cd.ke.com/ershoufang/20031217710100148849.html,东立国际广场,https://cd.ke.com/xiaoqu/3011053519890/,"

                                  高楼层(共22层)
                                                    | 2008年建 |
                                2室1厅 | 81.73平米
                                  | 东南
                
              ","

                0人关注
                / 今天发布               ",122,单价14927.2元/平米
6,七六苑        低楼层套二 出售,https://cd.ke.com/ershoufang/20031217710100146619.html,七六苑,https://cd.ke.com/xiaoqu/1611047776745/,"

                                  低楼层(共6层)
                                                2室1厅 | 60.08平米
                                  | 东南
                
              ","

                0人关注
                / 今天发布               ",86,单价14314.2元/平米
7,槐树苑二期欣苑 1室2厅 南,https://cd.ke.com/ershoufang/20031217710100145437.html,槐树苑二期欣苑,https://cd.ke.com/xiaoqu/1611060156164/,"

                                  中楼层(共6层)
                                                    | 2004年建 |
                                1室2厅 | 48.24平米
                                  | 南
                
              ","

                0人关注
                / 今天发布               ",59,单价12230.5元/平米
8,二环边，楼梯房标准套二，楼梯房,https://cd.ke.com/ershoufang/20031217710100139075.html,小沙河东路40号院,https://cd.ke.com/xiaoqu/1618045160140868/,"

                                  低楼层(共6层)
                                                2室1厅 | 57.88平米
                                  | 东
                
              ","

                0人关注
                / 今天发布               ",65,单价11230.1元/平米
9,华润二十四城二期 2室1厅 东北,https://cd.ke.com/ershoufang/20031217710100136525.html,华润二十四城二期,https://cd.ke.com/xiaoqu/3011055110938/,"

                                  中楼层(共32层)
                                                    | 2010年建 |
                                2室1厅 | 68.23平米
                                  | 东北
                
              ","

                0人关注
                / 今天发布               ",173,单价25355.4元/平米
10,一环内+电梯小高层+安静不临街+近太古里,https://cd.ke.com/ershoufang/20031217710100134283.html,solo一期,https://cd.ke.com/xiaoqu/3011052428088/,"

                                  低楼层(共12层)
                                                    | 2004年建 |
                                1室0厅 | 52.06平米
                                  | 东北
                
              ","

                0人关注
                / 今天发布               ",78,单价14982.7元/平米
11,沙河锦庭 1室1厅 南,https://cd.ke.com/ershoufang/20031217710100123259.html,沙河锦庭,https://cd.ke.com/xiaoqu/1611061437598/,"

                                  高楼层(共13层)
                                                1室1厅 | 43.08平米
                                  | 南
                
              ","

                0人关注
                / 今天发布               ",78,单价18105.8元/平米
12,富丽东方88平套三有装修     客厅带阳台,https://cd.ke.com/ershoufang/20031217710100113339.html,富丽东方,https://cd.ke.com/xiaoqu/3011052041151/,"

                                  中楼层(共33层)
                                                    | 2008年建 |
                                3室2厅 | 87.79平米
                                  | 西
                
              ","

                0人关注
                / 今天发布               ",165,单价18794.9元/平米
13,地铁口标准套三 户型方正 中间楼层 业主诚心出售,https://cd.ke.com/ershoufang/20031217710100120784.html,上东一号三期,https://cd.ke.com/xiaoqu/3011052294058/,"

                                  中楼层(共18层)
                                                    | 2014年建 |
                                3室1厅 | 90.27平米
                                  | 南
                
              ","

                3人关注
                / 今天发布               ",150,单价16616.8元/平米
14,首创国际城二期 3室2厅 南,https://cd.ke.com/ershoufang/20031217710100117660.html,首创国际城二期,https://cd.ke.com/xiaoqu/3011052114634/,"

                                  高楼层(共34层)
                                                    | 2011年建 |
                                3室2厅 | 82平米
                                  | 南
                
              ","

                0人关注
                / 今天发布               ",157,单价19146.3元/平米
15,中铁二局玛塞城套二带平台，户型好,https://cd.ke.com/ershoufang/20031217710100117080.html,中铁二局玛塞城,https://cd.ke.com/xiaoqu/1611063965597/,"

                                  低楼层(共33层)
                                                    | 2015年建 |
                                2室1厅 | 73.4平米
                                  | 南
                
              ","

                0人关注
                / 今天发布               ",159,单价21662.1元/平米
16,龙湖梵城旁，沙河边，次新房，精装修直接入住。,https://cd.ke.com/ershoufang/20031217710100117172.html,蓝光东方天地,https://cd.ke.com/xiaoqu/1611100069088/,"

                                  低楼层(共31层)
                                                    | 2015年建 |
                                3室1厅 | 73.9平米
                                  | 南 西南
                
              ","

                0人关注
                / 今天发布               ",159,单价21515.6元/平米
17,东2.5环 近地铁口 简装套二 看房方便,https://cd.ke.com/ershoufang/20031217710100109897.html,和泓东28,https://cd.ke.com/xiaoqu/1611062701490/,"

                                  中楼层(共34层)
                                                    | 2015年建 |
                                2室1厅 | 65.5平米
                                  | 东南
                
              ","

                0人关注
                / 今天发布               ",132,单价20152.7元/平米
18,龙湖地产精装好房套三带家电家具出售，拎包入住,https://cd.ke.com/ershoufang/20031217710100107311.html,龙湖三千城二期B区,https://cd.ke.com/xiaoqu/3011053812925/,"

                                  中楼层(共34层)
                                                    | 2012年建 |
                                3室2厅 | 90.15平米
                                  | 北
                
              ","

                0人关注
                / 今天发布               ",220,单价24403.8元/平米
19,协信中心 3室2厅 东南,https://cd.ke.com/ershoufang/20031217710100107669.html,协信中心,https://cd.ke.com/xiaoqu/1611061549482/,"

                                  高楼层(共31层)
                                                    | 2013年建 |
                                3室2厅 | 97.08平米
                                  | 东南
                
              ","

                0人关注
                / 今天发布               ",226,单价23279.8元/平米
20,金科一城 3室1厅 北,https://cd.ke.com/ershoufang/20031217710100103338.html,金科一城,https://cd.ke.com/xiaoqu/1611059035753/,"

                                  中楼层(共18层)
                                                    | 2011年建 |
                                3室1厅 | 79.41平米
                                  | 北
                
              ","

                2人关注
                / 今天发布               ",134,单价16874.4元/平米
21,此房满两年，楼层好，视野开阔，配套设施齐全,https://cd.ke.com/ershoufang/20031217710100100972.html,中铁二局玛塞城,https://cd.ke.com/xiaoqu/1611063965597/,"

                                  高楼层(共24层)
                                                    | 2015年建 |
                                2室1厅 | 59.46平米
                                  | 东北
                
              ","

                0人关注
                / 今天发布               ",118,单价19845.3元/平米
22,隆鑫九熙三期，居家装修，标准套一,https://cd.ke.com/ershoufang/20031117710100227386.html,隆鑫九熙三期,https://cd.ke.com/xiaoqu/1611063022154/,"

                                  高楼层(共30层)
                                                    | 2014年建 |
                                1室1厅 | 62.35平米
                                  | 西
                
              ","

                0人关注
                / 2天前发布               ",93,单价14915.8元/平米
23,御龙山二期清水套二 总价低 对中庭,https://cd.ke.com/ershoufang/20031117710100226459.html,御龙山二期,https://cd.ke.com/xiaoqu/1620020444106025/,"

                                  中楼层(共39层)
                                                    | 2017年建 |
                                2室2厅 | 83.28平米
                                  | 东南
                
              ","

                10人关注
                / 2天前发布               ",170,单价20413.1元/平米
24,满两年，无增值税，房东诚心出售，对中庭,https://cd.ke.com/ershoufang/20031117710100225982.html,浅水半岛三期,https://cd.ke.com/xiaoqu/1611059057623/,"

                                  中楼层(共27层)
                                                    | 2010年建 |
                                2室1厅 | 81平米
                                  | 东南
                
              ","

                0人关注
                / 2天前发布               ",140,单价17284元/平米
25,水畔经典 0室0厅 东南,https://cd.ke.com/ershoufang/20031117710100220013.html,水畔经典,https://cd.ke.com/xiaoqu/1611061452759/,"

                                  地下室(共层)
                                                    | 2009年建 |
                                厅室未知 | 36.18平米
                                  | 东南
                
              ","

                0人关注
                / 2天前发布               ",14,单价3869.5元/平米
26,水畔经典 2室1厅 东南,https://cd.ke.com/ershoufang/20031117710100221314.html,水畔经典,https://cd.ke.com/xiaoqu/1611061452759/,"

                                  高楼层(共21层)
                                                    | 2009年建 |
                                2室1厅 | 93.17平米
                                  | 东南
                
              ","

                0人关注
                / 2天前发布               ",170,单价18246.2元/平米
27,双桥南六街实用套二 邻双桥路新华公园水碾河,https://cd.ke.com/ershoufang/20031117710100220873.html,双桥路南六街,https://cd.ke.com/xiaoqu/1617546427248976/,"

                                  中楼层(共5层)
                                                2室1厅 | 57.89平米
                                  | 西南
                
              ","

                0人关注
                / 2天前发布               ",75,单价12955.6元/平米
28,看府河，落地窗，中间楼层，视野开阔,https://cd.ke.com/ershoufang/20031117710100222342.html,世茂玉锦湾一期,https://cd.ke.com/xiaoqu/3011053692604/,"

                                  中楼层(共53层)
                                                    | 2015年建 |
                                1室0厅 | 38平米
                                  | 南
                
              ","

                0人关注
                / 2天前发布               ",55,单价14473.7元/平米
29,品质小区 金管家服务 标准套三 东南朝向,https://cd.ke.com/ershoufang/20031117710100221798.html,招商雍华府二期,https://cd.ke.com/xiaoqu/3011053944749/,"

                                  低楼层(共19层)
                                                    | 2014年建 |
                                3室2厅 | 91.3平米
                                  | 东南
                
              ","

                5人关注
                / 2天前发布               ",186,单价20372.4元/平米
0,龙湖三千里A区一期 3室2厅 东南,https://cd.ke.com/ershoufang/20031117710100219489.html,龙湖三千里A区一期,https://cd.ke.com/xiaoqu/3011053801293/,"

                                  中楼层(共33层)
                                                    | 2008年建 |
                                3室2厅 | 93.31平米
                                  | 东南
                
              ","

                1人关注
                / 2天前发布               ",218,单价23363元/平米
1,融锦城 1室0厅 东南,https://cd.ke.com/ershoufang/20031117710100217487.html,融锦城,https://cd.ke.com/xiaoqu/3011053787020/,"

                                  低楼层(共18层)
                                                    | 2014年建 |
                                1室0厅 | 59.98平米
                                  | 东南
                
              ","

                0人关注
                / 2天前发布               ",67.5,单价11253.8元/平米
2,金城小区 3室2厅 东,https://cd.ke.com/ershoufang/20031117710100216363.html,金城小区,https://cd.ke.com/xiaoqu/1611059505805/,"

                                  中楼层(共7层)
                                                    | 1998年建 |
                                3室2厅 | 119.97平米
                                  | 东
                
              ","

                0人关注
                / 2天前发布               ",160,单价13336.7元/平米
3,和信融锦云湾 2室2厅 南,https://cd.ke.com/ershoufang/20031117710100215616.html,和信融锦云湾,https://cd.ke.com/xiaoqu/1611060919325/,"

                                  高楼层(共33层)
                                                    | 2012年建 |
                                2室2厅 | 79.64平米
                                  | 南
                
              ","

                1人关注
                / 2天前发布               ",160,单价20090.4元/平米
4,六九宿舍 2室1厅 南,https://cd.ke.com/ershoufang/20031117710100208998.html,六九宿舍,https://cd.ke.com/xiaoqu/3011053675636/,"

                                  高楼层(共7层)
                                                    | 2000年建 |
                                2室1厅 | 70平米
                                  | 南
                
              ","

                0人关注
                / 2天前发布               ",91,单价13000元/平米
5,金城商住楼 3室2厅 南,https://cd.ke.com/ershoufang/20031117710100206030.html,金城商住楼,https://cd.ke.com/xiaoqu/3011055841027/,"

                                  低楼层(共7层)
                                                3室2厅 | 91.75平米
                                  | 南
                
              ","

                0人关注
                / 2天前发布               ",110,单价11989.1元/平米
6,富丽花城标准套三 无增值税 进门带入户,https://cd.ke.com/ershoufang/20031117710100203333.html,蓝光富丽花城,https://cd.ke.com/xiaoqu/3011052604851/,"

                                  高楼层(共18层)
                                                    | 2008年建 |
                                3室2厅 | 89.23平米
                                  | 东
                
              ","

                2人关注
                / 2天前发布               ",125,单价14008.7元/平米
7,优品尚东 2室2厅 西,https://cd.ke.com/ershoufang/20031117710100199392.html,优品尚东,https://cd.ke.com/xiaoqu/1611041738993/,"

                                  低楼层(共18层)
                                                    | 2009年建 |
                                2室2厅 | 86.5平米
                                  | 西
                
              ","

                0人关注
                / 2天前发布               ",145,单价16763元/平米
8,中楼层，视野广阔，通透性户型。,https://cd.ke.com/ershoufang/20031117710100194792.html,上古天地,https://cd.ke.com/xiaoqu/1620027743905470/,"

                                  中楼层(共28层)
                                                    | 2018年建 |
                                2室0厅 | 45.38平米
                                  | 东南
                
              ","

                0人关注
                / 2天前发布               ",60,单价13221.7元/平米
9,府河边 红星桥 339标准电梯套二,https://cd.ke.com/ershoufang/20031117710100190692.html,嘉通云尚,https://cd.ke.com/xiaoqu/3011053673864/,"

                                  低楼层(共39层)
                                                    | 2011年建 |
                                2室1厅 | 62.43平米
                                  | 东南
                
              ","

                2人关注
                / 2天前发布               ",134,单价21464元/平米
10,华润二十四城五期央企大盘精装修,https://cd.ke.com/ershoufang/20031117710100187769.html,华润二十四城五期,https://cd.ke.com/xiaoqu/1611060845404/,"

                                  中楼层(共32层)
                                                    | 2014年建 |
                                3室1厅 | 95.5平米
                                  | 东南
                
              ","

                2人关注
                / 2天前发布               ",260,单价27225.1元/平米
11,锦绣东方一期 3室2厅 西 东,https://cd.ke.com/ershoufang/20031117710100181043.html,锦绣东方一期,https://cd.ke.com/xiaoqu/3011056122684/,"

                                  高楼层(共33层)
                                                    | 2008年建 |
                                3室2厅 | 92.51平米
                                  | 西 东
                
              ","

                1人关注
                / 2天前发布               ",150,单价16214.5元/平米
12,花样年花郡 1室1厅 东南,https://cd.ke.com/ershoufang/20031117710100181160.html,花样年花郡,https://cd.ke.com/xiaoqu/1611041612572/,"

                                  高楼层(共32层)
                                                    | 2008年建 |
                                1室1厅 | 43.96平米
                                  | 东南
                
              ","

                3人关注
                / 2天前发布               ",82,单价18653.3元/平米
13,东安苑套二，业主诚心出售，大家多多带看,https://cd.ke.com/ershoufang/20031117710100175590.html,东安苑,https://cd.ke.com/xiaoqu/3011055517055/,"

                                  中楼层(共8层)
                                                    | 1995年建 |
                                2室1厅 | 57.42平米
                                  | 西南
                
              ","

                1人关注
                / 2天前发布               ",60,单价10449.3元/平米
14,华润二十四城五期套三双卫 小区物业管理好,https://cd.ke.com/ershoufang/20031117710100172421.html,华润二十四城五期,https://cd.ke.com/xiaoqu/1611060845404/,"

                                  低楼层(共20层)
                                                    | 2014年建 |
                                3室2厅 | 97.11平米
                                  | 东南 东
                
              ","

                0人关注
                / 2天前发布               ",245,单价25229.1元/平米
15,万科金域蓝湾一期 4室1厅 西南,https://cd.ke.com/ershoufang/20031117710100171671.html,万科金域蓝湾一期,https://cd.ke.com/xiaoqu/1611059174048/,"

                                  低楼层(共34层)
                                                    | 2009年建 |
                                4室1厅 | 152.02平米
                                  | 西南
                
              ","

                2人关注
                / 2天前发布               ",420,单价27627.9元/平米
16,央企中国铁建品质小区，配套齐全生活方便,https://cd.ke.com/ershoufang/20031117710100168198.html,青秀城,https://cd.ke.com/xiaoqu/3011052739893/,"

                                  低楼层(共18层)
                                                    | 2012年建 |
                                2室1厅 | 78.51平米
                                  | 南 北
                
              ","

                0人关注
                / 2天前发布               ",140,单价17832.1元/平米
17,2.3环，双地铁，4.9米，配套成熟,https://cd.ke.com/ershoufang/20031117710100162326.html,金科星耀天都,https://cd.ke.com/xiaoqu/1611062710864/,"

                                  中楼层(共18层)
                                                    | 2017年建 |
                                1室1厅 | 42.73平米
                                  | 南 北
                
              ","

                0人关注
                / 2天前发布               ",68,单价15913.9元/平米
18,一环内祥和里大套二户型方正楼层好,https://cd.ke.com/ershoufang/20031117710100158268.html,祥和里166号,https://cd.ke.com/xiaoqu/3011053191684/,"

                                  低楼层(共7层)
                                                    | 1995年建 |
                                2室1厅 | 101.86平米
                                  | 南
                
              ","

                0人关注
                / 2天前发布               ",140,单价13744.4元/平米
19,御龙山二期 1室1厅 南,https://cd.ke.com/ershoufang/20031117710100162520.html,御龙山二期,https://cd.ke.com/xiaoqu/1620020444106025/,"

                                  高楼层(共44层)
                                                    | 2017年建 |
                                1室1厅 | 64平米
                                  | 南
                
              ","

                0人关注
                / 2天前发布               ",142,单价22187.5元/平米
20,摩玛新城 2室1厅 东南,https://cd.ke.com/ershoufang/20031117710100146932.html,摩玛新城,https://cd.ke.com/xiaoqu/3011052092483/,"

                                  高楼层(共24层)
                                                    | 2013年建 |
                                2室1厅 | 82.01平米
                                  | 东南
                
              ","

                0人关注
                / 2天前发布               ",187,单价22802.1元/平米
21,九龙仓御园三期 4室2厅 南 北,https://cd.ke.com/ershoufang/20031117710100145356.html,九龙仓御园三期,https://cd.ke.com/xiaoqu/1620020622406915/,"

                                  高楼层(共30层)
                                                    | 2016年建 |
                                4室2厅 | 208.86平米
                                  | 南 北
                
              ","

                1人关注
                / 2天前发布               ",560,单价26812.2元/平米
22,此房为中楼层，户型方正，采光好视野佳，精装套二,https://cd.ke.com/ershoufang/20031117710100148698.html,蓝光乐彩城,https://cd.ke.com/xiaoqu/1611050189052/,"

                                  中楼层(共40层)
                                                    | 2016年建 |
                                2室1厅 | 55.25平米
                                  | 东南
                
              ","

                3人关注
                / 2天前发布               ",120,单价21719.5元/平米
23,沙河边 精装 套三  高楼层 采光好,https://cd.ke.com/ershoufang/20031117710100149518.html,中粮锦云,https://cd.ke.com/xiaoqu/1611063169388/,"

                                  高楼层(共33层)
                                                    | 2016年建 |
                                3室2厅 | 85平米
                                  | 东南
                
              ","

                0人关注
                / 2天前发布               ",242,单价28470.6元/平米
